Archived,CallTrace,CategoryString,Channel,ClientInfo,CommandLine,Company,Computer,Consumer,CreationUtcTime,CurrentDirectory,Description,Destination,DestinationHostname,DestinationIp,DestinationIsIpv6,DestinationPort,DestinationPortName,Details,EventChannel,EventCode,"EventData_Xml",EventDescription,EventID,EventRecordID,EventType,FileVersion,Filter,GrantedAccess,Guid,Hashes,IMPHASH,Image,ImageLoaded,"Image_File_Name",Initiated,IntegrityLevel,IsExecutable,Keywords,Level,LogonGuid,LogonId,MD5,Name,Opcode,OriginalFileName,ParentCommandLine,ParentImage,ParentProcessGuid,ParentProcessId,ParentUser,PipeName,ProcessGuid,ProcessID,ProcessId,Product,Protocol,QueryName,QueryResults,QueryStatus,RecordID,RecordNumber,"RenderingInfo_Xml",RuleName,SHA1,SHA256,SecurityID,Signature,SignatureStatus,Signed,SourceHostname,SourceImage,SourceIp,SourceIsIpv6,SourcePort,SourcePortName,SourceProcessGUID,SourceProcessId,SourceThreadId,SourceUser,SubStatus,SystemTime,"System_Props_Xml",TargetFilename,TargetImage,TargetObject,TargetProcessGUID,TargetProcessId,TargetUser,Task,TerminalSessionId,ThreadID,TimeCreated,User,UserID,UtcTime,Version,"_raw","_time",action,answer,"answer_count",app,category,"change_type","creation_time","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",description,dest,"dest_host","dest_ip","dest_port",direction,dvc,"dvc_ip","dvc_nt_host","event_id",eventtype,"file_access_time","file_create_time","file_hash","file_modify_time","file_name","file_path","granted_access",host,"http_referrer","http_referrer_domain",id,index,linecount,"loaded_file","loaded_file_path",name,object,"object_attrs","object_category","object_path","original_file_name",os,"parent_process","parent_process_exec","parent_process_guid","parent_process_id","parent_process_name","parent_process_path","pipe_name",process,"process_current_directory","process_exec","process_guid","process_hash","process_id","process_integrity_level","process_name","process_path",protocol,"protocol_version",punct,query,"query_count","record_type","record_type_id","registry_hive","registry_key_name","registry_path","registry_value_data","registry_value_name","registry_value_type","reply_code_id",result,rule,service,"service_dll_signature_exists","service_dll_signature_verified","service_id","service_name","service_signature_exists","service_signature_verified",severity,"severity_id",signature,"signature_id",source,sourcetype,"splunk_server","splunk_server_group",src,"src_address","src_function","src_host","src_ip","src_module","src_port",state,status,subject,tag,"tag::app","tag::eventtype",timeendpos,timestartpos,transport,"transport_dest_port","uri_path",url,"url_domain","url_length",user,"user_group_id","user_id","user_name","vendor_product"
,,,"Microsoft-Windows-Sysmon/Operational",,,,"wrk-colby.Ecorp.local",,"2024-12-01 21:00:04.609",,,,,,,,,,"Microsoft-Windows-Sysmon/Operational",11,"<Data Name='RuleName'>-</Data><Data Name='UtcTime'>2024-12-01 21:00:04.609</Data><Data Name='ProcessGuid'>{fc7e85d2-cbcf-674c-97e1-000000002400}</Data><Data Name='ProcessId'>8084</Data><Data Name='Image'>C:\Program Files\Wireshark\Wireshark.exe</Data><Data Name='TargetFilename'>C:\Users\tcolby\Desktop\Rexorsarus.pcapng</Data><Data Name='CreationUtcTime'>2024-12-01 21:00:04.609</Data><Data Name='User'>ECORP\tcolby</Data>",FileCreate,11,240710,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,"C:\Program Files\Wireshark\Wireshark.exe",,,,,,0x8000000000000000,4,,,,"'Microsoft-Windows-Sysmon'",0,,,,,,,,"{fc7e85d2-cbcf-674c-97e1-000000002400}","'3144'",8084,,,,,,240710,240710,,"-",,,"S-1-5-18",,,,,,,,,,,,,,,"'2024-12-01T21:00:04.6130642Z'","<Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>11</EventID><Version>2</Version><Level>4</Level><Task>11</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-12-01T21:00:04.6130642Z'/><EventRecordID>240710</EventRecordID><Correlation/><Execution ProcessID='3144' ThreadID='4456'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>wrk-colby.Ecorp.local</Computer><Security UserID='S-1-5-18'/>","C:\Users\tcolby\Desktop\Rexorsarus.pcapng",,,,,,11,,"'4456'","2024-12-01T21:00:04.6130642Z","ECORP\tcolby","'S-1-5-18'","2024-12-01 21:00:04.609",2,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>11</EventID><Version>2</Version><Level>4</Level><Task>11</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-12-01T21:00:04.6130642Z'/><EventRecordID>240710</EventRecordID><Correlation/><Execution ProcessID='3144' ThreadID='4456'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>wrk-colby.Ecorp.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='UtcTime'>2024-12-01 21:00:04.609</Data><Data Name='ProcessGuid'>{fc7e85d2-cbcf-674c-97e1-000000002400}</Data><Data Name='ProcessId'>8084</Data><Data Name='Image'>C:\Program Files\Wireshark\Wireshark.exe</Data><Data Name='TargetFilename'>C:\Users\tcolby\Desktop\Rexorsarus.pcapng</Data><Data Name='CreationUtcTime'>2024-12-01 21:00:04.609</Data><Data Name='User'>ECORP\tcolby</Data></EventData></Event>","2024-12-01T16:00:04.609-0500",created,,,,,,,21,1,0,december,4,sunday,2024,0,,"wrk-colby.Ecorp.local",,,,,"wrk-colby.Ecorp.local",,"WRK-COLBY",240710,"endpoint_services_processes ms-sysmon-filemod windows_event_signature",,"2024-12-01 21:00:04.609",,,"Rexorsarus.pcapng","C:\Users\tcolby\Desktop\Rexorsarus.pcapng",,"WRK-COLBY",,,240710,main,1,,,,,,file,,,,,,,,,,,,,"Wireshark.exe","{fc7e85d2-cbcf-674c-97e1-000000002400}",,8084,,"Wireshark.exe","C:\Program Files\Wireshark\Wireshark.exe",,,"<_='://../////'><><_='--'_='{----}'/><></><></><><",,,,,,,,,,,,,,,,,,,,,informational,4,FileCreate,11,"XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",XmlWinEventLog,"wrk-colby",,,,,,,,,,,,"endpoint
filesystem
track_event_signatures",,"endpoint
filesystem
track_event_signatures",667,644,,,,,,,tcolby,,"'S-1-5-18'",,"Microsoft Sysmon"
,,,"Microsoft-Windows-Sysmon/Operational",,,"Microsoft Corporation","wrk-colby.Ecorp.local",,,,"Microsoft OneDrive Shell Extension",,,,,,,,"Microsoft-Windows-Sysmon/Operational",7,"<Data Name='RuleName'>technique_id=T1574.002,technique_name=DLL Side-Loading</Data><Data Name='UtcTime'>2024-12-01 20:59:20.975</Data><Data Name='ProcessGuid'>{fc7e85d2-cbcf-674c-97e1-000000002400}</Data><Data Name='ProcessId'>8084</Data><Data Name='Image'>C:\Program Files\Wireshark\Wireshark.exe</Data><Data Name='ImageLoaded'>C:\Users\tcolby\AppData\Local\Microsoft\OneDrive\24.216.1027.0003\FileSyncShell64.dll</Data><Data Name='FileVersion'>24.216.1027.0003</Data><Data Name='Description'>Microsoft OneDrive Shell Extension</Data><Data Name='Product'>Microsoft OneDrive</Data><Data Name='Company'>Microsoft Corporation</Data><Data Name='OriginalFileName'>FileSyncShell64.dll</Data><Data Name='Hashes'>SHA1=42B98CE2BE3F1A546A0A7CDAAF59C851ECF52402,MD5=4BD074174B8683F8E5F16941C44E2432,SHA256=3EDB928224472EDE838BFE6A6CDC1A372C40268C6A03EC0F3BC5E549EE0D02E5,IMPHASH=52F098D9822C2D52685A8AE219D59A0E</Data><Data Name='Signed'>true</Data><Data Name='Signature'>Microsoft Corporation</Data><Data Name='SignatureStatus'>Valid</Data><Data Name='User'>ECORP\tcolby</Data>","Image loaded",7,240709,,"24.216.1027.0003",,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'","SHA1=42B98CE2BE3F1A546A0A7CDAAF59C851ECF52402,MD5=4BD074174B8683F8E5F16941C44E2432,SHA256=3EDB928224472EDE838BFE6A6CDC1A372C40268C6A03EC0F3BC5E549EE0D02E5,IMPHASH=52F098D9822C2D52685A8AE219D59A0E",52F098D9822C2D52685A8AE219D59A0E,"C:\Program Files\Wireshark\Wireshark.exe","C:\Users\tcolby\AppData\Local\Microsoft\OneDrive\24.216.1027.0003\FileSyncShell64.dll",,,,,0x8000000000000000,4,,,4BD074174B8683F8E5F16941C44E2432,"'Microsoft-Windows-Sysmon'",0,"FileSyncShell64.dll",,,,,,,"{fc7e85d2-cbcf-674c-97e1-000000002400}","'3144'",8084,"Microsoft OneDrive",,,,,240709,240709,,"technique_id=T1574.002,technique_name=DLL Side-Loading",42B98CE2BE3F1A546A0A7CDAAF59C851ECF52402,3EDB928224472EDE838BFE6A6CDC1A372C40268C6A03EC0F3BC5E549EE0D02E5,"S-1-5-18","Microsoft Corporation",Valid,true,,,,,,,,,,,,"'2024-12-01T20:59:20.9893287Z'","<Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>7</EventID><Version>3</Version><Level>4</Level><Task>7</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-12-01T20:59:20.9893287Z'/><EventRecordID>240709</EventRecordID><Correlation/><Execution ProcessID='3144' ThreadID='4460'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>wrk-colby.Ecorp.local</Computer><Security UserID='S-1-5-18'/>",,,,,,,7,,"'4460'","2024-12-01T20:59:20.9893287Z","ECORP\tcolby","'S-1-5-18'","2024-12-01 20:59:20.975",3,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>7</EventID><Version>3</Version><Level>4</Level><Task>7</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-12-01T20:59:20.9893287Z'/><EventRecordID>240709</EventRecordID><Correlation/><Execution ProcessID='3144' ThreadID='4460'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>wrk-colby.Ecorp.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>technique_id=T1574.002,technique_name=DLL Side-Loading</Data><Data Name='UtcTime'>2024-12-01 20:59:20.975</Data><Data Name='ProcessGuid'>{fc7e85d2-cbcf-674c-97e1-000000002400}</Data><Data Name='ProcessId'>8084</Data><Data Name='Image'>C:\Program Files\Wireshark\Wireshark.exe</Data><Data Name='ImageLoaded'>C:\Users\tcolby\AppData\Local\Microsoft\OneDrive\24.216.1027.0003\FileSyncShell64.dll</Data><Data Name='FileVersion'>24.216.1027.0003</Data><Data Name='Description'>Microsoft OneDrive Shell Extension</Data><Data Name='Product'>Microsoft OneDrive</Data><Data Name='Company'>Microsoft Corporation</Data><Data Name='OriginalFileName'>FileSyncShell64.dll</Data><Data Name='Hashes'>SHA1=42B98CE2BE3F1A546A0A7CDAAF59C851ECF52402,MD5=4BD074174B8683F8E5F16941C44E2432,SHA256=3EDB928224472EDE838BFE6A6CDC1A372C40268C6A03EC0F3BC5E549EE0D02E5,IMPHASH=52F098D9822C2D52685A8AE219D59A0E</Data><Data Name='Signed'>true</Data><Data Name='Signature'>Microsoft Corporation</Data><Data Name='SignatureStatus'>Valid</Data><Data Name='User'>ECORP\tcolby</Data></EventData></Event>","2024-12-01T15:59:20.975-0500",success,,,,,,,20,1,59,december,20,sunday,2024,0,,"wrk-colby.Ecorp.local",,,,,"wrk-colby.Ecorp.local",,"WRK-COLBY",240709,"endpoint_services_processes ms-sysmon-process windows_event_signature",,,,,,,,"WRK-COLBY",,,240709,main,1,"FileSyncShell64.dll","C:\Users\tcolby\AppData\Local\Microsoft\OneDrive\24.216.1027.0003\FileSyncShell64.dll",,,,,,"FileSyncShell64.dll","Microsoft Windows",,,,,,,,,,"Wireshark.exe","{fc7e85d2-cbcf-674c-97e1-000000002400}","SHA1=42B98CE2BE3F1A546A0A7CDAAF59C851ECF52402,MD5=4BD074174B8683F8E5F16941C44E2432,SHA256=3EDB928224472EDE838BFE6A6CDC1A372C40268C6A03EC0F3BC5E549EE0D02E5,IMPHASH=52F098D9822C2D52685A8AE219D59A0E",8084,,"Wireshark.exe","C:\Program Files\Wireshark\Wireshark.exe",,,"<_='://../////'><><_='--'_='{----}'/><></><></><><",,,,,,,,,,,,,,,true,true,,,,,informational,4,"Image loaded",7,"XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",XmlWinEventLog,"wrk-colby",,,,,,,,,,,,"process
report
track_event_signatures",,"process
report
track_event_signatures",718,695,,,,,,,tcolby,,"'S-1-5-18'",,"Microsoft Sysmon"
,,,"Microsoft-Windows-Sysmon/Operational",,,,"wrk-colby.Ecorp.local",,,,,,,,,,,"Binary Data","Microsoft-Windows-Sysmon/Operational",13,"<Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-12-01 20:58:57.695</Data><Data Name='ProcessGuid'>{fc7e85d2-ce06-674c-65e8-000000002400}</Data><Data Name='ProcessId'>8484</Data><Data Name='Image'>C:\Users\tcolby\Documents\Rexorsarus-RE1.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-921492421-3060855610-3380895733-1106\\Device\HarddiskVolume2\Users\tcolby\Documents\Rexorsarus-RE1.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>ECORP\tcolby</Data>","RegistryEvent (Value Set)",13,240708,SetValue,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,"C:\Users\tcolby\Documents\Rexorsarus-RE1.exe",,,,,,0x8000000000000000,4,,,,"'Microsoft-Windows-Sysmon'",0,,,,,,,,"{fc7e85d2-ce06-674c-65e8-000000002400}","'3144'",8484,,,,,,240708,240708,,"-",,,"S-1-5-18",,,,,,,,,,,,,,,"'2024-12-01T20:58:57.6986321Z'","<Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-12-01T20:58:57.6986321Z'/><EventRecordID>240708</EventRecordID><Correlation/><Execution ProcessID='3144' ThreadID='4456'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>wrk-colby.Ecorp.local</Computer><Security UserID='S-1-5-18'/>",,,"HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-921492421-3060855610-3380895733-1106\\Device\HarddiskVolume2\Users\tcolby\Documents\Rexorsarus-RE1.exe",,,,13,,"'4456'","2024-12-01T20:58:57.6986321Z","ECORP\tcolby","'S-1-5-18'","2024-12-01 20:58:57.695",2,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-12-01T20:58:57.6986321Z'/><EventRecordID>240708</EventRecordID><Correlation/><Execution ProcessID='3144' ThreadID='4456'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>wrk-colby.Ecorp.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-12-01 20:58:57.695</Data><Data Name='ProcessGuid'>{fc7e85d2-ce06-674c-65e8-000000002400}</Data><Data Name='ProcessId'>8484</Data><Data Name='Image'>C:\Users\tcolby\Documents\Rexorsarus-RE1.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-921492421-3060855610-3380895733-1106\\Device\HarddiskVolume2\Users\tcolby\Documents\Rexorsarus-RE1.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>ECORP\tcolby</Data></EventData></Event>","2024-12-01T15:58:57.695-0500",modified,,,,,,,20,1,58,december,57,sunday,2024,0,,"wrk-colby.Ecorp.local",,,,,"wrk-colby.Ecorp.local",,"WRK-COLBY",240708,"endpoint_services_processes ms-sysmon-regmod windows_event_signature",,,,,,,,"WRK-COLBY",,,240708,main,1,,,,,,registry,"HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-921492421-3060855610-3380895733-1106\\Device\HarddiskVolume2\Users\tcolby\Documents\Rexorsarus-RE1.exe",,,,,,,,,,,,"Rexorsarus-RE1.exe","{fc7e85d2-ce06-674c-65e8-000000002400}",,8484,,"Rexorsarus-RE1.exe","C:\Users\tcolby\Documents\Rexorsarus-RE1.exe",,,"<_='://../////'><><_='--'_='{----}'/><></><></><><",,,,,"HKEY_LOCAL_MACHINE\\System","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-921492421-3060855610-3380895733-1106\\Device\HarddiskVolume2\Users\tcolby\Documents\Rexorsarus-RE1.exe","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-921492421-3060855610-3380895733-1106\\Device\HarddiskVolume2\Users\tcolby\Documents\Rexorsarus-RE1.exe","Binary Data","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-921492421-3060855610-3380895733-1106\\Device\HarddiskVolume2\Users\tcolby\Documents\Rexorsarus-RE1.exe",,,,,,,,,,,,informational,4,"RegistryEvent (Value Set)",13,"XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",XmlWinEventLog,"wrk-colby",,,,,,,,,,success,,"endpoint
registry
track_event_signatures",,"endpoint
registry
track_event_signatures",705,682,,,,,,,tcolby,,"'S-1-5-18'",,"Microsoft Sysmon"
,,,"Microsoft-Windows-Sysmon/Operational",,,,"wrk-colby.Ecorp.local",,,,,,,,,,,,"Microsoft-Windows-Sysmon/Operational",5,"<Data Name='RuleName'>-</Data><Data Name='UtcTime'>2024-12-01 20:58:57.695</Data><Data Name='ProcessGuid'>{fc7e85d2-ce06-674c-65e8-000000002400}</Data><Data Name='ProcessId'>8484</Data><Data Name='Image'>C:\Users\tcolby\Documents\Rexorsarus-RE1.exe</Data><Data Name='User'>ECORP\tcolby</Data>","Process terminated",5,240707,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,"C:\Users\tcolby\Documents\Rexorsarus-RE1.exe",,,,,,0x8000000000000000,4,,,,"'Microsoft-Windows-Sysmon'",0,,,,,,,,"{fc7e85d2-ce06-674c-65e8-000000002400}","'3144'",8484,,,,,,240707,240707,,"-",,,"S-1-5-18",,,,,,,,,,,,,,,"'2024-12-01T20:58:57.6984892Z'","<Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>5</EventID><Version>3</Version><Level>4</Level><Task>5</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-12-01T20:58:57.6984892Z'/><EventRecordID>240707</EventRecordID><Correlation/><Execution ProcessID='3144' ThreadID='4456'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>wrk-colby.Ecorp.local</Computer><Security UserID='S-1-5-18'/>",,,,,,,5,,"'4456'","2024-12-01T20:58:57.6984892Z","ECORP\tcolby","'S-1-5-18'","2024-12-01 20:58:57.695",3,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>5</EventID><Version>3</Version><Level>4</Level><Task>5</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-12-01T20:58:57.6984892Z'/><EventRecordID>240707</EventRecordID><Correlation/><Execution ProcessID='3144' ThreadID='4456'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>wrk-colby.Ecorp.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='UtcTime'>2024-12-01 20:58:57.695</Data><Data Name='ProcessGuid'>{fc7e85d2-ce06-674c-65e8-000000002400}</Data><Data Name='ProcessId'>8484</Data><Data Name='Image'>C:\Users\tcolby\Documents\Rexorsarus-RE1.exe</Data><Data Name='User'>ECORP\tcolby</Data></EventData></Event>","2024-12-01T15:58:57.695-0500",blocked,,,,,,,20,1,58,december,57,sunday,2024,0,,"wrk-colby.Ecorp.local",,,,,"wrk-colby.Ecorp.local",,"WRK-COLBY",240707,"endpoint_services_processes ms-sysmon-process windows_event_signature",,,,,,,,"WRK-COLBY",,,240707,main,1,,,,,,,,,"Microsoft Windows",,,,,,,,"C:\Users\tcolby\Documents\Rexorsarus-RE1.exe",,"Rexorsarus-RE1.exe","{fc7e85d2-ce06-674c-65e8-000000002400}",,8484,,"Rexorsarus-RE1.exe","C:\Users\tcolby\Documents\Rexorsarus-RE1.exe",,,"<_='://../////'><><_='--'_='{----}'/><></><></><><",,,,,,,,,,,,,,,,,,,,,informational,4,"Process terminated",5,"XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",XmlWinEventLog,"wrk-colby",,,,,,,,,,,,"process
report
track_event_signatures",,"process
report
track_event_signatures",665,642,,,,,,,tcolby,,"'S-1-5-18'",,"Microsoft Sysmon"
